26,75,124,7474.6,974.99,374.42
26,75,124,7480.7,1078.1,367.79
26,75,124,7446.7,1036.9,355.35
26,75,124,7415.7,975.6,362.56
26,75,124,7440.5,949.72,360.41
26,75,124,7479.1,989.03,373.32
26,75,124,7481.9,1060.1,372.31
26,75,124,7457.4,1014.1,354.81
26,75,124,7403.3,955.9,357.86
26,75,124,7410,935.9,360.03
26,75,124,7448.6,996.26,375.65
26,75,124,7461.5,1073.9,357.17
26,75,124,7436,1016.6,340.31
26,75,124,7408.9,952,348.1
26,75,124,7439.2,926.08,351.72
26,75,124,7465,997.38,353.39
26,75,124,7455.9,1073.7,343.28
26,75,124,7428.5,1015.7,340.85
26,75,124,7419.1,969.02,345.17
26,75,124,7464.5,955.24,355.36
26,75,124,7498.9,1022.6,370.88
26,75,124,7498,1068.5,357.2
26,75,124,7459,1004.4,346.59
26,75,124,7427.3,968.35,340.51
26,75,124,7466,954.67,356.88
26,75,124,7496.6,1041.9,368.32
26,75,124,7484.4,1090.2,340.59
26,75,124,7457.2,1012,342.54
26,75,124,7453,955.55,349.47
26,75,124,7478.5,943.24,355.33
26,75,124,7496.7,1045.7,364.3
26,75,124,7481.7,1077.7,344.1
26,75,124,7446.7,1001.1,348.4
26,75,124,7445.2,968.06,342.78
26,75,124,7486.6,954.02,358.73
26,75,124,7504.1,1036.4,373.46
26,75,124,7494.2,1061.7,341.18
26,75,124,7447.4,998.53,357.45
26,75,124,7442.3,963.97,367.39
26,75,124,7480.9,962.11,383.06
