26,75,124,6750.1,839.39,247.37
26,75,124,6692.2,793.97,236.82
26,75,124,6728.1,806.71,228.2
26,75,124,6780.4,831.46,227.44
26,75,124,6763.3,872.96,232.59
26,75,124,6696.4,808.07,241.65
26,75,124,6699.4,835.88,233.6
26,75,124,6769.1,818.32,235.58
26,75,124,6788.9,886.38,230.41
26,75,124,6725.8,837.76,243.8
26,75,124,6691.2,826.14,227.73
26,75,124,6729.9,801.38,241.86
26,75,124,6767.4,839,242.25
26,75,124,6744.6,839.53,237.87
26,75,124,6669.9,787.46,230.21
26,75,124,6622.7,793.56,228.84
26,75,124,6738.8,792.92,236.08
26,75,124,6725.8,861.8,230.47
26,75,124,6664,797.34,239.24
26,75,124,6652.4,820.59,227.83
26,75,124,6718.7,800.43,231.28
26,75,124,6742.9,861.51,225.2
26,75,124,6688.9,829.51,236.77
26,75,124,6650.7,800.75,224.87
26,75,124,6696.2,795.3,232.31
26,75,124,6746.6,816.1,233.29
26,75,124,6720.9,840.44,225.75
26,75,124,6653.4,779.94,221.5
26,75,124,6659.9,806.83,217.02
26,75,124,6713.6,798.24,228.33
26,75,124,6726,859.49,226.76
26,75,124,6667.6,804.88,238.41
26,75,124,6658.5,816.06,224.73
26,75,124,6714.1,803.54,225.43
26,75,124,6774.5,863.38,220.87
26,75,124,6734.4,850.22,229.54
26,75,124,6691.6,805.52,227.12
26,75,124,6740.6,811.9,231.07
26,75,124,6796.7,820.85,223.22
26,75,124,6778.4,868.3,227.65
