26,75,124,7132.3,873.73,278.37
26,75,124,7146.9,860.34,279.64
26,75,124,7165.3,874.07,296.04
26,75,124,7155.7,901.39,303.15
26,75,124,7138.1,875.05,288.99
26,75,124,7134.6,884.66,275.73
26,75,124,7164.8,864.87,287.03
26,75,124,7186.1,877.71,306.7
26,75,124,7160.6,889.99,288.37
26,75,124,7129.5,876.85,280.54
26,75,124,7125.2,876.7,277.08
26,75,124,7155,872.69,286.67
26,75,124,7163.8,898.32,291.85
26,75,124,7142.3,870.33,296.4
26,75,124,7119.8,865.85,280.28
26,75,124,7096.7,862.58,290.24
26,75,124,7124.1,863.91,307.55
26,75,124,7139.5,903.17,310.84
26,75,124,7111.2,871.04,288.9
26,75,124,7110.6,856.99,296.42
26,75,124,7128.6,849.53,291.99
26,75,124,7151.4,876.24,305.24
26,75,124,7123.6,896.36,306.15
26,75,124,7103.6,872.82,293.01
26,75,124,7102.6,872.87,285.12
26,75,124,7112.7,847.09,293.41
26,75,124,7131.2,871.16,298.86
26,75,124,7108.4,878.69,288.55
26,75,124,7080.7,863.44,285.92
26,75,124,7086.3,864.55,285.28
26,75,124,7137.5,870.35,291.62
26,75,124,7144.8,893.55,297.43
26,75,124,7137.5,873.35,294.57
26,75,124,7101.8,856.18,276.43
26,75,124,7098.9,863.48,282.79
26,75,124,7127.8,867.09,299.43
26,75,124,7136.8,900.27,308.39
26,75,124,7120.8,878.09,285.75
26,75,124,7104.7,859.62,286
26,75,124,7121.8,847.26,286.81
